file_name,card_no,bird_name,vo_id,transcript,duration_seconds,detected_language,language_probability,error,bird_audio_bird_name,bird_audio_clip_count,bird_audio_clip_files,bird_audio_main_files
109_Barn_Owl_VO_1.wav,109,Barn Owl,1,Barn Owls use their excellent hearing to catch prey in the dark and will cash surplus for later.,6.796,en,1.000000,,Barn Owl,4,src/AudioClip/109_Barn_Owl_104570_1_call.m4a|src/AudioClip/109_Barn_Owl_104570_2_call.m4a|src/AudioClip/109_Barn_Owl_104570_3_song.m4a|src/AudioClip/109_Barn_Owl_104570_4_song_main.m4a,src/AudioClip/109_Barn_Owl_104570_4_song_main.m4a
10_Yellow_Billed_Cuckoo_VO_1.wav,10,Yellow Billed Cuckoo,1,Yellow Billed Cuckoo's lay their eggs in other birds' nests when food is abundant.,6.180,en,1.000000,,Yellow Billed Cuckoo,4,src/AudioClip/10_Yellow_Billed_Cuckoo_8212_1_call.m4a|src/AudioClip/10_Yellow_Billed_Cuckoo_8212_2_call.m4a|src/AudioClip/10_Yellow_Billed_Cuckoo_8212_3_call.m4a|src/AudioClip/10_Yellow_Billed_Cuckoo_8212_4_call_main.m4a,src/AudioClip/10_Yellow_Billed_Cuckoo_8212_4_call_main.m4a
110_Burrowing_Owl_VO_13.wav,110,Burrowing Owl,13,Burrowing Owl. These owls often use old prairie dog burrows for their underground nests.,5.676,en,1.000000,,Burrowing Owl,4,src/AudioClip/110_Burrowing_Owl_119482_1_call.m4a|src/AudioClip/110_Burrowing_Owl_119482_2_call.m4a|src/AudioClip/110_Burrowing_Owl_119482_3_call.m4a|src/AudioClip/110_Burrowing_Owl_119482_4_call_main.m4a,src/AudioClip/110_Burrowing_Owl_119482_4_call_main.m4a
111_Sandhill_Crane_VO_1.wav,111,Sandhill Crane,1,Sandhill Crane. Sandhill Cranes can live for decades and mate for life.,5.535,en,1.000000,,Sandhill Crane,4,src/AudioClip/111_Sandhill_Crane_111082_1_song.m4a|src/AudioClip/111_Sandhill_Crane_111082_2_call.m4a|src/AudioClip/111_Sandhill_Crane_111082_3_song.m4a|src/AudioClip/111_Sandhill_Crane_111082_4_song_main.m4a,src/AudioClip/111_Sandhill_Crane_111082_4_song_main.m4a
112_Canada_Goose_VO_1.wav,112,Canada Goose,1,Canada Goose. The oldest known wild Canada goose was at least 33 years old.,5.743,en,1.000000,,Canada Goose,4,src/AudioClip/112_Canada_Goose_3546_1_call.m4a|src/AudioClip/112_Canada_Goose_3546_2_call.m4a|src/AudioClip/112_Canada_Goose_3546_3_call.m4a|src/AudioClip/112_Canada_Goose_3546_4_call_main.m4a,src/AudioClip/112_Canada_Goose_3546_4_call_main.m4a
113_Black_Bellied_Whistling_Duck_VO_1.wav,113,Black Bellied Whistling Duck,1,Black Bellied Whistling Duck. These ducks really do whistle.,3.904,en,1.000000,,Black Bellied Whistling Duck,4,src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_1_call.m4a|src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_2_call.m4a|src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_3_song.m4a|src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_4_call_main.m4a,src/AudioClip/113_Black_Bellied_Whistling_Duck_25663_4_call_main.m4a
114_Double_Crested_Cormorant_VO_3.wav,114,Double Crested Cormorant,3,Double Crested Cormorant. Cormorant colonies can be so dense that their guano kills the trees.,6.439,en,1.000000,,Double Crested Cormorant,4,src/AudioClip/114_Double_Crested_Cormorant_2005_1_call.m4a|src/AudioClip/114_Double_Crested_Cormorant_2005_2_call.m4a|src/AudioClip/114_Double_Crested_Cormorant_2005_3_call.m4a|src/AudioClip/114_Double_Crested_Cormorant_2005_4_call_main.m4a,src/AudioClip/114_Double_Crested_Cormorant_2005_4_call_main.m4a
115_American_White_Pelican_VO_1.wav,115,American White Pelican,1,"American White Pelican, pelicans work together to herd fish and then scoop them up.",5.358,en,1.000000,,American White Pelican,4,src/AudioClip/115_American_White_Pelican_1987_1_call.m4a|src/AudioClip/115_American_White_Pelican_1987_2_call.m4a|src/AudioClip/115_American_White_Pelican_1987_3_call.m4a|src/AudioClip/115_American_White_Pelican_1987_4_call_main.m4a,src/AudioClip/115_American_White_Pelican_1987_4_call_main.m4a
116_Red_Winged_Blackbird_VO_1.wav,116,Red Winged Blackbird,1,Red-winged blackbird. Blackbird flocks can include hundreds of thousands of birds.,5.025,en,1.000000,,Red Winged Blackbird,4,src/AudioClip/116_Red_Winged_Blackbird_94234_1_call.m4a|src/AudioClip/116_Red_Winged_Blackbird_94234_2_song.m4a|src/AudioClip/116_Red_Winged_Blackbird_94234_2_song_main.m4a|src/AudioClip/116_Red_Winged_Blackbird_94234_3_call.m4a,src/AudioClip/116_Red_Winged_Blackbird_94234_2_song_main.m4a
117_Common_Grackle_VO_3.wav,117,Common Grackle,3,"Common Grackle. In winter, grackles roost in large flocks that can include millions of individuals.",6.600,en,1.000000,,Common Grackle,1,src/AudioClip/117_Common_Grackle_94315_1_call_main.m4a,src/AudioClip/117_Common_Grackle_94315_1_call_main.m4a
118_Brewers_Blackbird_VO_1.wav,118,Brewers Blackbird,1,Brewers Blackbird. Brewer was a prominent 19th century ornithologist and eulogist.,5.257,en,1.000000,,Brewers Blackbird,4,src/AudioClip/118_Brewers_Blackbird_73820_1_call.m4a|src/AudioClip/118_Brewers_Blackbird_73820_2_song.m4a|src/AudioClip/118_Brewers_Blackbird_73820_3_call.m4a|src/AudioClip/118_Brewers_Blackbird_73820_4_song_main.m4a,src/AudioClip/118_Brewers_Blackbird_73820_4_song_main.m4a
119_Yellow_Headed_Blackbird_VO_2.wav,119,Yellow Headed Blackbird,2,"Hong Pao Hee Lee. Zhe Zhe Hee Lee, Hui Ji Ji, Xing Cheng, Pang Dada Ching Lo. Yeo Ji, Xu Zhe Dong Tien.",6.724,en,1.000000,,Yellow Headed Blackbird,4,src/AudioClip/119_Yellow_Headed_Blackbird_57530_1_song.m4a|src/AudioClip/119_Yellow_Headed_Blackbird_57530_2_call.m4a|src/AudioClip/119_Yellow_Headed_Blackbird_57530_3_song.m4a|src/AudioClip/119_Yellow_Headed_Blackbird_57530_4_song_main.m4a,src/AudioClip/119_Yellow_Headed_Blackbird_57530_4_song_main.m4a
119_Yellow_Headed_Blackbird_VO_3.wav,119,Yellow Headed Blackbird,3,"Yellow Headed Blackbird. These blackbirds form huge flocks, especially in winter.",5.610,en,1.000000,,Yellow Headed Blackbird,4,src/AudioClip/119_Yellow_Headed_Blackbird_57530_1_song.m4a|src/AudioClip/119_Yellow_Headed_Blackbird_57530_2_call.m4a|src/AudioClip/119_Yellow_Headed_Blackbird_57530_3_song.m4a|src/AudioClip/119_Yellow_Headed_Blackbird_57530_4_song_main.m4a,src/AudioClip/119_Yellow_Headed_Blackbird_57530_4_song_main.m4a
11_Bronzed_Cowbird_VO_1.wav,11,Bronzed Cowbird,1,Bronzed cowbird. Cowbirds lay eggs in other birds nests and often break or push out the host bird's eggs.,7.013,en,1.000000,,Bronzed Cowbird,4,src/AudioClip/11_Bronzed_Cowbird_12572_1_call.m4a|src/AudioClip/11_Bronzed_Cowbird_12572_2_call.m4a|src/AudioClip/11_Bronzed_Cowbird_12572_3_call.m4a|src/AudioClip/11_Bronzed_Cowbird_12572_4_call_main.m4a,src/AudioClip/11_Bronzed_Cowbird_12572_4_call_main.m4a
120_Bushtit_VO_3.wav,120,Bushtit,3,"Bushtits live in flocks, and single adults will help couples raise their young.",5.330,en,1.000000,,Bushtit,4,src/AudioClip/120_Bushtit_167824_1_call.m4a|src/AudioClip/120_Bushtit_167824_2_call.m4a|src/AudioClip/120_Bushtit_167824_3_call.m4a|src/AudioClip/120_Bushtit_167824_4_call_main.m4a,src/AudioClip/120_Bushtit_167824_4_call_main.m4a
121_Dickcissel_VO_1.wav,121,Dickcissel,1,"Dickcissel. This bird used to live in the eastern U.S., but its range has shrunk due to habitat loss.",6.414,en,1.000000,,Dickcissel,4,src/AudioClip/121_Dickcissel_94414_1_song.m4a|src/AudioClip/121_Dickcissel_94414_2_call.m4a|src/AudioClip/121_Dickcissel_94414_3_call.m4a|src/AudioClip/121_Dickcissel_94414_4_song_main.m4a,src/AudioClip/121_Dickcissel_94414_4_song_main.m4a
122_Ring_Billed_Gull__VO_1.wav,122,Ring Billed Gull,1,Ring Billed Gull. These gulls steal food and eggs from other birds and scavenge at garbage dumps.,5.912,en,1.000000,,Ring Billed Gull,4,src/AudioClip/122_Ring_Billed_Gull_122644_1_call.m4a|src/AudioClip/122_Ring_Billed_Gull_122644_2_call.m4a|src/AudioClip/122_Ring_Billed_Gull_122644_3_call.m4a|src/AudioClip/122_Ring_Billed_Gull_122644_4_call_main.m4a,src/AudioClip/122_Ring_Billed_Gull_122644_4_call_main.m4a
123_American_Coot__VO_3.wav,123,American Coot,3,"American Coot, these omnivorous birds eat a lot of algae, but also seeds, fish, insects, and mollusks.",7.588,en,1.000000,,American Coot,4,src/AudioClip/123_American_Coot_43003_1_call.m4a|src/AudioClip/123_American_Coot_43003_2_call.m4a|src/AudioClip/123_American_Coot_43003_3_call.m4a|src/AudioClip/123_American_Coot_43003_4_call_main.m4a,src/AudioClip/123_American_Coot_43003_4_call_main.m4a
124_Yellow_Rumped_Warbler_VO_13.wav,124,Yellow Rumped Warbler,13,Yellow Rumped Warbler. Birders sometimes call these birds butter butts.,4.884,en,1.000000,,Yellow Rumped Warbler,4,src/AudioClip/124_Yellow_Rumped_Warbler_104566_1_song.m4a|src/AudioClip/124_Yellow_Rumped_Warbler_104566_2_song.m4a|src/AudioClip/124_Yellow_Rumped_Warbler_104566_3_song.m4a|src/AudioClip/124_Yellow_Rumped_Warbler_104566_4_song_main.m4a,src/AudioClip/124_Yellow_Rumped_Warbler_104566_4_song_main.m4a
125_American_Robin_VO_1.wav,125,American Robin,1,"American Robin. Robins have been known to roost in groups of 100,000 or more.",5.410,en,1.000000,,American Robin,1,src/AudioClip/125_American_Robin_94255_4_call_main.m4a,src/AudioClip/125_American_Robin_94255_4_call_main.m4a
126_House_Finch_VO_13.wav,126,House Finch,13,House Finch. These finches are rarely alone and can flock in the hundreds.,5.390,en,1.000000,,House Finch,4,src/AudioClip/126_House_Finch_5145_1_call.m4a|src/AudioClip/126_House_Finch_5145_2_song.m4a|src/AudioClip/126_House_Finch_5145_3_call.m4a|src/AudioClip/126_House_Finch_5145_4_song_main.m4a,src/AudioClip/126_House_Finch_5145_4_song_main.m4a
127_Barn_Swallow_VO_13.wav,127,Barn Swallow,13,"Barn Swallow. Barn swallows once nested in caves, but now favor human-made structures.",6.280,en,1.000000,,Barn Swallow,4,src/AudioClip/127_Barn_Swallow_26415_1_call.m4a|src/AudioClip/127_Barn_Swallow_26415_2_call.m4a|src/AudioClip/127_Barn_Swallow_26415_3_call.m4a|src/AudioClip/127_Barn_Swallow_26415_4_call_main.m4a,src/AudioClip/127_Barn_Swallow_26415_4_call_main.m4a
128_Tree_Swallow_VO_1.wav,128,Tree Swallow,1,Tree Swallow. Tree Swallows can form flocks numbering in the hundreds of thousands.,5.468,en,1.000000,,Tree Swallow,4,src/AudioClip/128_Tree_Swallow_136400_1_song.m4a|src/AudioClip/128_Tree_Swallow_136400_2_song.m4a|src/AudioClip/128_Tree_Swallow_136400_3_song.m4a|src/AudioClip/128_Tree_Swallow_136400_4_song_main.m4a,src/AudioClip/128_Tree_Swallow_136400_4_song_main.m4a
129_Purple_Martin_VO_3.wav,129,Purple Martin,3,Purple Martin. Native Americans hung gourds as houses for these birds because they eat so many bugs.,6.742,en,1.000000,,Purple Martin,4,src/AudioClip/129_Purple_Martin_8086_1_call.m4a|src/AudioClip/129_Purple_Martin_8086_2_song.m4a|src/AudioClip/129_Purple_Martin_8086_3_song.m4a|src/AudioClip/129_Purple_Martin_8086_4_song_main.m4a,src/AudioClip/129_Purple_Martin_8086_4_song_main.m4a
12_barrows_goldeneye_VO_1.wav,12,barrows goldeneye,1,This is the first time I've ever seen a girl in a barrow.,5.967,en,1.000000,,Barrows Goldeneye,3,src/AudioClip/12_Barrows_Goldeneye_60822_1_call.m4a|src/AudioClip/12_Barrows_Goldeneye_60822_2_call.m4a|src/AudioClip/12_Barrows_Goldeneye_60822_4_call_main.m4a,src/AudioClip/12_Barrows_Goldeneye_60822_4_call_main.m4a
12_barrows_goldeneye_VO_3.wav,12,barrows goldeneye,3,Barrows goldeneye. These ducks will lay their eggs in the nest of any cavity nesting duck.,5.785,en,1.000000,,Barrows Goldeneye,3,src/AudioClip/12_Barrows_Goldeneye_60822_1_call.m4a|src/AudioClip/12_Barrows_Goldeneye_60822_2_call.m4a|src/AudioClip/12_Barrows_Goldeneye_60822_4_call_main.m4a,src/AudioClip/12_Barrows_Goldeneye_60822_4_call_main.m4a
130_Violet_Green_Swallow_VO_3.wav,130,Violet Green Swallow,3,"Violet Green Swallow. Like other swallows, these birds forage in large groups and open areas.",6.742,en,1.000000,,Violet Green Swallow,4,src/AudioClip/130_Violet_Green_Swallow_188350_1_call.m4a|src/AudioClip/130_Violet_Green_Swallow_188350_2_call.m4a|src/AudioClip/130_Violet_Green_Swallow_188350_3_call.m4a|src/AudioClip/130_Violet_Green_Swallow_188350_4_call_main.m4a,src/AudioClip/130_Violet_Green_Swallow_188350_4_call_main.m4a
131_Cedar_Waxwing_VO_3.wav,131,Cedar Waxwing,3,Cedar Waxwing. Cedar Waxwings are one of the only birds in North America that eat exclusively fruit.,7.277,en,1.000000,,Cedar Waxwing,4,src/AudioClip/131_Cedar_Waxwing_107228_1_call.m4a|src/AudioClip/131_Cedar_Waxwing_107228_2_song.m4a|src/AudioClip/131_Cedar_Waxwing_107228_3_call.m4a|src/AudioClip/131_Cedar_Waxwing_107228_4_song_main.m4a,src/AudioClip/131_Cedar_Waxwing_107228_4_song_main.m4a
132_Pygmy_Nuthatch_VO_3.wav,132,Pygmy Nuthatch,3,Pygmy Nuthatch. These flocking birds often have helper birds bringing food during nesting season.,6.890,en,1.000000,,Pygmy Nuthatch,3,src/AudioClip/132_Pygmy_Nuthatch_87927_1_call.m4a|src/AudioClip/132_Pygmy_Nuthatch_87927_2_song.m4a|src/AudioClip/132_Pygmy_Nuthatch_87927_4_song_main.m4a,src/AudioClip/132_Pygmy_Nuthatch_87927_4_song_main.m4a
133_Pine_Siskin_VO_1.wav,133,Pine Siskin,1,"Pine Siskin. Pine Siskins are gregarious, traveling in flocks to look for food.",5.476,en,1.000000,,Pine Siskin,4,src/AudioClip/133_Pine_Siskin_63010_1_call.m4a|src/AudioClip/133_Pine_Siskin_63010_2_call.m4a|src/AudioClip/133_Pine_Siskin_63010_3_song.m4a|src/AudioClip/133_Pine_Siskin_63010_4_song_main.m4a,src/AudioClip/133_Pine_Siskin_63010_4_song_main.m4a
134_Dark_Eyed_Junco_VO_1.wav,134,Dark Eyed Junco,1,"Dark Eyed Junco. Junco's summer in the cool woods, but we'll use more open habitats in the winter.",6.081,en,1.000000,,Dark Eyed Junco,4,src/AudioClip/134_Dark_Eyed_Junco_85233_1_call.m4a|src/AudioClip/134_Dark_Eyed_Junco_85233_2_song.m4a|src/AudioClip/134_Dark_Eyed_Junco_85233_3_call.m4a|src/AudioClip/134_Dark_Eyed_Junco_85233_4_song_main.m4a,src/AudioClip/134_Dark_Eyed_Junco_85233_4_song_main.m4a
135_American_Oystercatcher_VO_2.wav,135,American Oystercatcher,2,"American Oystercatcher. These birds feed not just on oysters and shellfish, but also other invertebrates.",6.697,en,1.000000,,American Oystercatcher,3,src/AudioClip/135_American_Oystercatcher_45461_1_call.m4a|src/AudioClip/135_American_Oystercatcher_45461_2_call.m4a|src/AudioClip/135_American_Oystercatcher_45461_4_call_main.m4a,src/AudioClip/135_American_Oystercatcher_45461_4_call_main.m4a
136_Carolina_Wren_VO_2.wav,136,Carolina Wren,2,"Carolina Wren. A single male Carolina Wren can sing nearly 3,000 times in a single day.",6.650,en,1.000000,,Carolina Wren,3,src/AudioClip/136_Carolina_Wren_191224_1_call.m4a|src/AudioClip/136_Carolina_Wren_191224_3_song.m4a|src/AudioClip/136_Carolina_Wren_191224_4_song_main.m4a,src/AudioClip/136_Carolina_Wren_191224_4_song_main.m4a
137_Black_Necked_Stilt_VO_3.wav,137,Black Necked Stilt,3,"Black Necked Stilt. When not breeding, stilts form closely packed groups and will mob predators.",6.996,en,1.000000,,Black Necked Stilt,4,src/AudioClip/137_Black_necked_Stilt_64163_1_call.m4a|src/AudioClip/137_Black_necked_Stilt_64163_2_call.m4a|src/AudioClip/137_Black_necked_Stilt_64163_3_call.m4a|src/AudioClip/137_Black_necked_Stilt_64163_4_call_main.m4a,src/AudioClip/137_Black_necked_Stilt_64163_4_call_main.m4a
138_Inca_Dove_VO_1.wav,138,Inca Dove,1,Inca Dove. This bird likes human settlements and is expanding its range north.,4.909,en,1.000000,,Inca Dove,4,src/AudioClip/138_Inca_Dove_165046_1_call.m4a|src/AudioClip/138_Inca_Dove_165046_2_call.m4a|src/AudioClip/138_Inca_Dove_165046_3_call.m4a|src/AudioClip/138_Inca_Dove_165046_4_call_main.m4a,src/AudioClip/138_Inca_Dove_165046_4_call_main.m4a
139_Says_Phoebe_VO_1.wav,139,Says Phoebe,1,"Say Sheer Chang wei ba wu. Ching ji rong nia li wai hai wu ji ji jong wan nie oo pang xie kuih dong shee, do xi yi toma zi Sayi, yi ji shi Sayi shi de Min Se Min Min dang.",12.017,en,1.000000,,Says Phoebe,4,src/AudioClip/139_Says_Phoebe_191105_1_call.m4a|src/AudioClip/139_Says_Phoebe_191105_2_song.m4a|src/AudioClip/139_Says_Phoebe_191105_3_call.m4a|src/AudioClip/139_Says_Phoebe_191105_4_song_main.m4a,src/AudioClip/139_Says_Phoebe_191105_4_song_main.m4a
139_Says_Phoebe_VO_3.wav,139,Says Phoebe,3,"Says Phoebe. Thomas Say also has snails, crabs, and a snake named after him.",6.179,en,1.000000,,Says Phoebe,4,src/AudioClip/139_Says_Phoebe_191105_1_call.m4a|src/AudioClip/139_Says_Phoebe_191105_2_song.m4a|src/AudioClip/139_Says_Phoebe_191105_3_call.m4a|src/AudioClip/139_Says_Phoebe_191105_4_song_main.m4a,src/AudioClip/139_Says_Phoebe_191105_4_song_main.m4a
13_Eastern_Kingbird_VO_3.wav,13,Eastern Kingbird,3,Eastern Kingbird. The Kingbird displays its orange crown while defending its territory.,5.940,en,1.000000,,Eastern Kingbird,4,src/AudioClip/13_Eastern_Kingbird_534398_1_call.m4a|src/AudioClip/13_Eastern_Kingbird_534398_2_call.m4a|src/AudioClip/13_Eastern_Kingbird_534398_3_call.m4a|src/AudioClip/13_Eastern_Kingbird_534398_4_call_main.m4a,src/AudioClip/13_Eastern_Kingbird_534398_4_call_main.m4a
140_ash_throated_flycatcher_VO_3.wav,140,ash throated flycatcher,3,Ash throated flycatcher. These birds are adapted to dry places. They get all their water from their food.,7.100,en,1.000000,,Ash Throated Flycatcher,4,src/AudioClip/140_Ash_Throated_Flycatcher_140246_1_call.m4a|src/AudioClip/140_Ash_Throated_Flycatcher_140246_2_call.m4a|src/AudioClip/140_Ash_Throated_Flycatcher_140246_3_call.m4a|src/AudioClip/140_Ash_Throated_Flycatcher_140246_4_call_main.m4a,src/AudioClip/140_Ash_Throated_Flycatcher_140246_4_call_main.m4a
141_Bobolink_VO_1.wav,141,Bobolink,1,"Hello everyone. I am Lee. I am from China, China. I am from China. I am from China. I am from China.",8.643,en,1.000000,,Bobolink,2,src/AudioClip/141_Bobolink_527284_1_song.m4a|src/AudioClip/141_Bobolink_527284_2_song_main.m4a,src/AudioClip/141_Bobolink_527284_2_song_main.m4a
141_Bobolink_VO_2.wav,141,Bobolink,2,Bobolink Emily Dickinson wrote poems about these birds as rowdy choristers in her Church of Nature.,6.180,en,1.000000,,Bobolink,2,src/AudioClip/141_Bobolink_527284_1_song.m4a|src/AudioClip/141_Bobolink_527284_2_song_main.m4a,src/AudioClip/141_Bobolink_527284_2_song_main.m4a
142_Brown_Pelican_VO_3.wav,142,Brown Pelican,3,"Brown Pelican. Seriously endangered in the 1970s, Brown Pelicans are thriving after the U.S. and Canada banned DDT.",9.100,en,1.000000,,Brown Pelican,4,src/AudioClip/142_Brown_Pelican_45483_1_call.m4a|src/AudioClip/142_Brown_Pelican_45483_2_call.m4a|src/AudioClip/142_Brown_Pelican_45483_3_call.m4a|src/AudioClip/142_Brown_Pelican_45483_3_call_main.m4a,src/AudioClip/142_Brown_Pelican_45483_3_call_main.m4a
143_American_Goldfinch_VO_1.wav,143,American Goldfinch,1,American Goldfinch. Goldfinches breed late after the milkweed and thistle have gone to seed.,6.162,en,1.000000,,American Goldfinch,4,src/AudioClip/143_American_Goldfinch_111054_1_song.m4a|src/AudioClip/143_American_Goldfinch_111054_2_call.m4a|src/AudioClip/143_American_Goldfinch_111054_3_call.m4a|src/AudioClip/143_American_Goldfinch_111054_4_song_main.m4a,src/AudioClip/143_American_Goldfinch_111054_4_song_main.m4a
144_Northern_Flicker_VO_2.wav,144,Northern Flicker,2,Northern Flicker. These woodpeckers seek out ground-dwelling insects rather than pecking wood.,5.405,en,1.000000,,Northern Flicker,4,src/AudioClip/144_Northern_Flicker_94346_1_call.m4a|src/AudioClip/144_Northern_Flicker_94346_2_call.m4a|src/AudioClip/144_Northern_Flicker_94346_3_song.m4a|src/AudioClip/144_Northern_Flicker_94346_4_song_main.m4a,src/AudioClip/144_Northern_Flicker_94346_4_song_main.m4a
145_Bald_Eagle_VO_1.wav,145,Bald Eagle,1,Bald Eagle. Bald eagles steal fish. Ben Franklin thought this was a bad choice for the U.S. national bird.,7.060,en,1.000000,,Bald Eagle,4,src/AudioClip/145_Bald_Eagle_137879_1_song.m4a|src/AudioClip/145_Bald_Eagle_137879_2_song.m4a|src/AudioClip/145_Bald_Eagle_137879_3_call.m4a|src/AudioClip/145_Bald_Eagle_137879_4_call_main.m4a,src/AudioClip/145_Bald_Eagle_137879_4_call_main.m4a
146_Wood_Stork_VO_1.wav,146,Wood Stork,1,Wood Stork. The Wood Stork was removed from the U.S. Endangered Species List in 2014.,6.137,en,1.000000,,Wood Stork,4,src/AudioClip/146_Wood_Stork_58900_1_call.m4a|src/AudioClip/146_Wood_Stork_58900_2_call.m4a|src/AudioClip/146_Wood_Stork_58900_3_song.m4a|src/AudioClip/146_Wood_Stork_58900_4_song_main.m4a,src/AudioClip/146_Wood_Stork_58900_4_song_main.m4a
147_Roseate_spoonbill_VO_1.wav,147,Roseate spoonbill,1,This bird's unusually shaped bill helps it feel prey in the water.,4.225,en,1.000000,,Roseate Spoonbill,3,src/AudioClip/147_Roseate_Spoonbill_58920_1_call.m4a|src/AudioClip/147_Roseate_Spoonbill_58920_2_call.m4a|src/AudioClip/147_Roseate_Spoonbill_58920_3_call_main.m4a,src/AudioClip/147_Roseate_Spoonbill_58920_3_call_main.m4a
